,name,street,zip,city,siren,status,description,working_hours,no_cars
1280,AUTOMOBILES MOUGIN,22 RTE DE BESANCON,25500,LES FINS,483512729,Actif depuis le 31/03/2023,"45 années d'expérience nous permettent de mettre à votre disposition toutes nos compétences pour vous satisfaire.

Service commercial du lundi au samedi de 8h00 à 12h00 et de 13h30 à 19h00.

VENTES VEHICULES VOLKSWAGEN NEUVES et OCCASIONS

- Extension de garantie constructeur jusqu'à 60 mois par le biais du financement Volkswagen Bank

- Réparateur agréé Volkswagen et Volkswagen utilitaire, Audi, Seat et Skoda

- Réparateur utilitaires

- Arrivage permanent de véhicules neufs et occasions

- Pensez aussi à notre show room où sont visibles certains de nos véhicules neufs

- Recherche Personnalisée



Bonne visite sur notre site.","Lundi au Vendredi 08h30-12h00 et 13h30-19h00
Samedi09h00-12h00 et 14h00-18h00",Annonces (50)
1281,AUTOMOBILES PALAU 17 TONNAY CHARRENTE,La Fraternité,17430,Tonnay-Charente,449720283,Actif depuis le 22/03/2018,"Le Groupe Palau, dont l'origine remonte à 1925 est le
concessionnaire historique de la marque Ford dans le
Sud-Ouest. Au fil des années, de nouvelles marques ont
rejoint le groupe : Mitsubishi, 
Ferrari, Suzuki, ...
Depuis 80 ans, le Groupe Palau a mis en place un réseau de
professionnels de l'automobile, jusqu'à créer Opalia
Occasion, marque exclusivement consacrée à l'automobile
d'occasion.
SÉCURITÉ : les véhicules sont choisis pour leur bon état et
font l’objet d’une préparation minutieuse.
ÉCONOMIE : le réseau Opalia Occasion s'approvisionne direct
ement auprès des grands constructeurs présents en France ma
is également en Espagne, Italie, Belgique, Allemagne… afin
de vous offrir le meilleur rapport qualité/prix.
LONGÉVITÉ : le réseau Opalia Occasion s'engage à vos cotés
et vous propose tous ses véhicules avec la
Garantie 5 étoiles Opalia.","du lundi au samedi de 9 h à 12 h et de 14 h
à 19h00",Annonces (7)
1282,AUTOMOBILES PALAU BEGLES,486 ROUTE DE TOULOUSE,33130,Bègles,428787816,Actif depuis le 31/12/2018,"Le Groupe Palau, dont l'origine remonte à 1925 est le 
concessionnaire historique de la marque Ford dans le 
Sud-Ouest. Au fil des années, de nouvelles marques ont 
rejoint le groupe : Ferrari, Mitsubishi,
 Suzuki, ... 
Depuis 80 ans, le Groupe Palau a mis en place un réseau de professionnels de l'automobile, jusqu'à créer un département exclusivement consacré à l'automobile d'occasion.
SÉCURITÉ : les véhicules sont choisis pour leur bon état et
font l’objet d’une préparation minutieuse.
ÉCONOMIE : notre réseau réseau Occasion s'approvisionne direct
ement auprès des grands constructeurs présents en France ma
is également en Espagne, Italie, Belgique, Allemagne… afin 
de vous offrir le meilleur rapport qualité/prix.
LONGÉVITÉ : notre réseau Occasion s'engage à vos cotés 
et vous propose tous ses véhicules avec la Garantie 5 étoil
es Opalia.",Du lundi au samedi de 8h30 à 12 h 00 et de 14h à 19h.,Annonces (20)
1283,AUTOMOBILES PALAU SAS,423 Route du Médoc,33520,Bruges,428787816,Actif depuis le 31/05/2022,"Le Groupe Palau, dont l'origine remonte à 1925 est le 
concessionnaire historique de la marque Ford dans le 
Sud-Ouest. Au fil des années, de nouvelles marques ont 
rejoint le groupe : Ferrari, Mitsubishi,
 Suzuki, ... 
Depuis 80 ans, le Groupe Palau a mis en place un réseau de professionnels de l'automobile, jusqu'à créer un département exclusivement consacré à l'automobile d'occasion.
SÉCURITÉ : les véhicules sont choisis pour leur bon état et
font l’objet d’une préparation minutieuse.
ÉCONOMIE : notre réseau réseau Occasion s'approvisionne direct
ement auprès des grands constructeurs présents en France ma
is également en Espagne, Italie, Belgique, Allemagne… afin 
de vous offrir le meilleur rapport qualité/prix.
LONGÉVITÉ : notre réseau Occasion s'engage à vos cotés 
et vous propose tous ses véhicules avec la Garantie 5 étoil
es Opalia.","Du lundi au samedi de 9h à 12 h et de 14 h à
 19 h",Annonces (27)
1284,AUTOMOBILES PHILIPPE CYPRES SARL APC,52 RUE DU BOURG,71530,FRAGNES,518261789,Actif depuis le 05/11/2010,"Automobiles Philippe Cyprès vous accueille dans ses 2 garages de Fragnes-La-Loyère et de Crissey (71 Saône-et-Loire, Bourgogne). En plus de l’entretien et de la réparation mécanique et carrosserie toutes marques, votre garagiste vous propose la vente de véhicules neufs et d’occasion.","Du lundi au samedi
8h30 – 12h45
13h45 – 19h30",Annonces (45)
1285,AUTOMOBILES PREMIUM FONTAINE,3 BD PAUL LANGEVIN,38600,Fontaine,879541175,Actif depuis le 07/06/2022,Nous vendons des vehicules neufs et d'occasions garantis et revise pas nos soins. Nous proposons l'entretien de votre vehicule ainsi que des solution de financement.,"Du Lundi au vendredi : 8h-12h / 14h-19h
Samedi  commerce uniquement:
9h-12h / 14h-17h30
Fermeture Dimanche .",Annonces (12)
1286,AUTOMOBILES REUNION VD,11 Boulevard du Chaudron,97400,Saint-Denis,479673451,Actif depuis le 15/02/2024,,,Annonces (3)
1287,AUTOMOBILES ROBERT GEORGIN,3 impasse du Vallon,35890,Laillé,899559595,Actif depuis le 07/06/2021,"Garage automobiles situé au sud de Rennes, nous vous proposons diverses prestations liées à l’automobile.

Vente de véhicules d'occasions révisés, garantis et contrôlés 110 points de contrôles
 
Recherche de véhicule sur demande 

Achat - Reprise de votre ancien véhicule 

Atelier mécanique spécialiste des marques du groupe Volkswagen

Service Carte Grise (Agrément Préfecture)",Du Mardi au Vendredi de 8h00 à 12h00 et de 14h00 à 19h00 et le Samedi de 10h00 à 12h00 et de 14h00 à 18h00.,Annonces (10)
1288,AUTOMOBILES RVO,248 BOULEVARD ETIENNE CLEMENTEL,63000,CLERMONT FERRAND,384148490,Actif depuis le 12/07/2012,"Situé au Nord de Clermont Ferrand votre concessionnaire dans
le puy de dôme depuis 1995 
 
 
STEPHANE RAVOUX et son équipe 
vous accueillent et vous accompagne dans la
recherche de votre prochaine acquisition.
Reprise de votre ancien véhicule et financement de votre 
nouvelle acquisition
garantie de 6 à 36 mois (condition en concession)

Réparation mécanique et carrosserie ainsi que l'entretien de
 votre voiture.

Contactez nous! 

SUZUKI. MAZDA . VOITURE. OCCASION .GARANTIES.SERVICES.RENAULT.PEUGEOT.CITROEN.FIAT.HONDA.HYUNDAI.KIA.","9 h à 12h et 14 h a 18h30 du lundi au 
vendredi
9h à 12h et 14h à 18 h le samedi",Annonces (40)
1289,AUTOMOBILES SD,605 BOULEVARD MARIUS,66000,PERPIGNAN,818518581,Actif depuis le 29/06/2016,"BIENVENUE DANS LA BOUTIQUE PEUGEOT AUTOMOBILES SD.

Plusieurs services pour vous satisfaire :
-Vente de véhicules neufs
-Vente de véhicules d'occasions
-Peugeot Rapide
-Service mécanique
-Service Carrosserie

Et pour toujours vous satisfaire : Des conditions de 
financement adaptées, consultez nous pour plus de 
renseignements.

A très vite !

AUTOMOBILES SD
Agent Peugeot
605, Boulevard Marius Berliet
66000 PERPIGNAN - Polygone Nord
Tel : 04.68.63.68.00
automobiles-sd@orange.fr","du lundi au vendredi de 8h00 a 12h00 et de 
14h00 a 18h00 et le samedi de 9h00 a 12h00 et
 de 14h00 a 17h30",Annonces (33)
1290,AUTOMOBILES SEINE & MARNAISES,RN 19 RD 619,77171,SOURDUN,852731843,Actif depuis le 09/08/2024,Vente de véhicules d'occasions,,
1291,AUTOMOBILES SELECTION,ZA de Veneix - 13 Chemin du Bateau,63500,Sauvagnat-Sainte-Marthe,410741797,Actif depuis le 21/11/2011,"Professionnel présent depuis 24 ans !

AUTOMOBILES SELECTION
Port : 06 09 93 55 43

Ventes de véhicules d'occasions toutes marques.
1ère main avec suivis entretiens

Nos ateliers mécanique et carrosserie assurent la 
préparation et la révision des véhicules
Garantie : de nombreux véhicules avec garantie 12 mois 
offerte

Vous ne viendrez pas chez nous par hasard...

NOUVEAU****NOUVEAU : des véhicules américains d'exception 
SAUVAGNAT AUTOMOBILES - VEHICULES DE COLLECTION
Site internet : https://www.sauvagnat-automobiles.com
Tél : 0613703505 
 + de 80 modèles en stock : Showroom à SAUVAGNAT STE MARTHE
(Sortie directe A75)","Du lundi au vendredi 8h à 12h et de 14h à18h
Le samedi  de 9h à 12h et de 14h à 17h.",Annonces (15)
1292,AUTOMOBILES SELECTION,45 rue des Frères Quemere,82150,Montaigu-de-Quercy,417683117,Actif depuis le 29/08/2016,"Les voitures proposées par Automobiles Sélection sont toutes des voitures étant garanties constructeur ( cette garantie est totale et valable dans toute l’Europe ), avec peu de kilomètres ( moins de 25.000 kms ) et provenant de concessionnaires pour des raisons de qualité et de sécurité.

Automobiles Sélection se donne pour mission de vous accompagner dans votre recherche d’une voiture d’occasion récente qui correspond à ce que vous êtes et à votre façon de vivre. Chacun de vous a sa définition de la voiture idéale. La marque, le modèle, les couleurs, le prix, les équipements…

Vous pourrez ainsi trouver la voiture recherchée parmi de nombreuses offres de voitures récentes en nous contactant au 05.63.32.36.85. ou au travers de notre site Internet.

Nos prix comprennent la livraison des voitures aux domiciles des clients ( sur toute la France hors Corse ) et nous nous occupons aussi de toutes les formalités administratives.","Lundi au Jeudi : 9h-12h / 14h-18h
Vendredi : 9h-12h / 14h-17h
Samedi : 9h-12h
Dimanche : fermé",Annonces (4)
1293,Automobiles Services,"1100, Route de Saint-Tropez - Résidence les Cyclades RD98 D98A Quartier Bertaud Belieu D61",83580,Gassin,811165455,Actif depuis le 11/05/2015,"Vente de voitures 🚗 d'occasion dans toute la France, découvrez un large choix de véhicules disponibles à la vente Porsche, Mercedes, Bmw, Mini, Audi, Volkswagen, Smart, Fiat 500 .....mais aussi cabriolet, coupé, berline, citadine, suv 4x4, Jeep Wrangler, à St-Tropez

Automobiles Services 
- Vous propose des véhicules d'occasions de qualité et garantis par les programmes Garantie Premium sur toute la France.
- Nous garantissons de 12 à 36 mois dans toute la France.
- Nous préparerons votre véhicule avant de prendre la route : révision, contrôle technique, nettoyage.
- Un service administratif : nous nous occupons de toutes les démarches administratives relatives à l’immatriculation de votre véhicule et au tarif de votre région.
- Achat immédiat / Dépôt-Vente / Reprise ...

Notre adresse :
1100 Route de Saint-Tropez - 83580 Gassin - Var - France
Service occasion : 06.20.65.59.66 

Portez-vous bien, à bientôt 
Anthony Rabiau -","Ouverture du Lundi au Samedi inclus
09h00 à 19h00

Contact Service Occasion : Anthony Rabiau
Tél : 06.20.65.59.66
@ : automobiles.services@yahoo.fr",Annonces (20)
1294,AUTOMOBILES SERVICES,2 RUE THOMAS EDISON,44130,BLAIN,441794211,Actif depuis le 05/05/2022,"Bienvenue chez Automobiles Services : Agent RENAULT – DACIA.

NOTRE PRIORITE : LE SERVICE
Nos installations, nos équipements et notre savoir-faire
sont mis à votre disposition pour vous apporter le
meilleur service et les réponses les plus efficaces à la
plupart de vos besoins en matière automobile.

L’achat et la vente de Véhicules Neufs et d’Occasions
toutes marques avec un parc permanent de 40 véhicules.

La vente, l’entretien et la réparation de
véhicules sans permis (LIGIER, MICROCAR, AIXAM, CHATENET,
BELLIER, MEGA, CASALINI…).

L’assistance dépannage 24h/24 – 7j/7 avec un Numéro de
téléphone unique : 02 40 79 18 16","Lundi : 14h00-18h00
Mardi au Vendredi : 8h30-12h00 / 14h00-18h00
Samedi : Matin sur RDV",Annonces (19)
1295,AUTOMOBILES SERVICES RENAULT LIGIER MICROCAR,2 RUE THOMAS EDISON - ZI LES BLUCHETS,44130,Blain,441794211,Actif depuis le 13/02/2019,"Bienvenue chez Automobiles Services : Agent RENAULT – DACIA.

NOTRE PRIORITE : LE SERVICE
Vos installations, nos équipements et notre savoir-faire
nous autorisent à prétendre pouvoir vous apporter le
meilleur service et les réponses les plus efficaces à la
plupart de vos besoins en matière automobile.
L’achat et la vente de Véhicules Neufs et d’Occasions
toutes marques avec un parc permanent de 40 véhicules.
La commercialisation, l’entretien et la réparation de
véhicules sans permis (LIGIER, MICROCAR, AIXAM, CHATENET,
BELLIER, MEGA, CASALINI…).
L’assistance dépannage 24h/24 – 7j/7 avec un Numéro de
téléphone unique : 02 40 79 18 16","Mardi au Vendredi : 8h30 à 12h00 - 14h00 à
18h15
Samedi : 9h00 à 12h00",Annonces (5)
1296,AUTOMOBILES SUTTER,331 avenue des ETATS-UNIS,31200,Toulouse,502801541,Actif depuis le 15/12/2010,"AUTOMOBILES SUTTER expose toute une gamme de Véhicule Utilitaire 
d’occasion : quand un véhicule 
nous plait, nous sommes sûrs qu'il vous plaira.

Tous nos véhicules sont en provenance de nos concessions 
partenaires toulousaines et du retour leasing. Ils sont 
dotés d’un historique connu (suivi des entretiens, 
réparation) et sont vendus avec révision et contrôle 
technique à jour, ainsi qu'une garantie jusqu’à 60 mois.


Nous pratiquons aussi le rachat immédiat de votre VU","Fermé SAMEDI, DIMANCHE et LUNDI MATIN
OUVERT :
Lundi 14h00 / 18h30
Mardi / Vendredi 10h00 / 12h15 et 14h00 / 18h30",Annonces (9)
1297,Automobiles Talensac,4 Rue de Montfort,35160,Talensac,848567699,Actif depuis le 15/04/2019,Ventes de véhicules,,Annonces (12)
1298,AUTOMOBILES T. CUYNET,2 rue Fourney - Zone Commerciale,39100,Dole,344786348,Actif depuis le 31/05/2022,"Automobiles Thierry Cuynet, votre distributeur Volkswagen / Seat / Skoda / Volkswagen Utilitaires. Réparateur agrée Audi Service.

Automobiles Thierry Cuynet, présents depuis les années 60 dans le Jura pour les marques du groupe Volkswagen. 
Nous avons en permanence un stock d’environ 60 véhicules d’occasion avec une garantie allant jusqu’à 24 mois avec le label DasWeltAuto.

Pour toutes questions ou renseignements, contactez-nous par ce biais et nous vous assurons une réponse sous 24h.

Merci de votre visite.","Lundi au vendredi : 08h30 - 12h00 14h00 - 19h00
Samedi : 09h00 - 12h00 14h00 - 18h00",Annonces (100)
1299,AUTOMOBILE SUR MESURE,8 Avenue Roland Moreno,95740,Frépillon,902379429,Actif depuis le 14/09/2023,"Automobile sur Mesure est une société spécialisée dans la transaction des voitures de Luxe, Sport, Prestige et collection.

- ACHAT / VENTE / DÉPÔT-VENTE

Pour tout achat ou vente d'un véhicule de sport, prestige ou de collection, notre équipe se fera un plaisir de vous accueillir et de vous accompagner dans votre projet.


- RECHERCHE PERSONNALISÉE

Si toutefois vous ne trouvez pas votre bonheur parmi nos véhicules, nous vous proposons la solution de la recherche personnalisée.

Nous nous occupons de tout à votre place. Vous n'avez plus qu'à attendre nos propositions et la perle rare correspondant à vos rêves.

Nous recueillons tous vos critères, marque, modèle, couleur et configuration souhaitée, budget, kilométrage maxi, etc...

Nous recherchons selon vos critères, nous vous proposons une ou plusieurs offres et nous vous accompagnons dans votre choix.

Lorsque vous avez choisi le véhicule qui vous convient, nous prenons tous les renseignements nécessaires et inspectons le véhicule avant de valider le dossier.

Nous faisons rapatrier le véhicule, nous nous occupons des démarches administratives et nous garantissons le véhicule sur une durée minimum de 6 mois.
Vous n'avez plus qu'a profiter de votre achat.","Sur rendez-vous uniquement.

Du Mardi au Samedi : 10h - 12h / 13h - 19h
Dimanche & Lundi : Fermé",Annonces (200)
1300,AUTOMOBILE ZAFFUTO,31A RUE DE L'ÉGLISE,57550,HARGARTEN AUX MINES,984251280,Actif depuis le 08/03/2024,AUTOMOBILE ZAFFUTO est spécialisé dans la vente et la recherche personnalisée de véhicules sportifs. Tous nos véhicules sont soigneusement sélectionnés et bénéficient d'une garantie allant de 6 à 60 mois.,lundi au samedi de 9h à 19h,Annonces (1)
1301,AUTOMOBILITY,12 RUE DE L'ISERABLE,42100,SAINT ETIENNE,429015225,Actif depuis le 21/10/2023,"Venez découvrir nos véhicules dans un showroom design, à deux pas de la gare SNCF de Saint-Etienne Chateaucreux.
Automobility est à votre service et propose de nombreux véhicules récents, avec TVA, au meilleur prix et avec un service personnalisé.
Automobility, professionnel de l'automobile depuis 1999. Immatriculée au Registre du Commerce de Saint-Etienne.

Nous sommes ouverts du lundi au vendredi : de 9h à 12h et de 14h à 18h15
 le samedi matin : de 9h à 12h.","Du lundi au vendredi 8h - 12h et 14h - 18h
Samedi 9h - 12h
Fermé le dimanche et jours fériés",Annonces (22)
